MED,HV,id,expo_lambda,expo_alpha,expo_beta,expo_gamma,init_params,mu,max_iter
0.011467184575896095,1.3517281752818762,0,0.51,0.1,0.3,0.3,1.0,0.0001,1000
0.012920851396458294,1.3464842548533658,1,0.51,0.1,0.3,0.3,1.0,0.01,1000
0.011147871976123467,1.366224016142925,2,0.51,0.1,0.3,0.3,2.0,0.0001,1000
0.009760306229322283,1.346429374571858,3,0.51,0.1,0.3,0.3,2.0,0.01,1000
0.006743041481343602,1.3464842947972695,4,0.51,0.1,0.3,0.5,1.0,0.0001,1000
0.008155023279840828,1.346846783817962,5,0.51,0.1,0.3,0.5,1.0,0.01,1000
0.010805609587679883,1.3464293745718585,6,0.51,0.1,0.3,0.5,2.0,0.0001,1000
0.0038862460186062653,1.3521843189494966,7,0.51,0.1,0.3,0.5,2.0,0.01,1000
0.011677399640942391,1.3515800015386479,8,0.51,0.1,0.5,0.3,1.0,0.0001,1000
0.01297466833008747,1.346484294797269,9,0.51,0.1,0.5,0.3,1.0,0.01,1000
0.022177518874469004,1.3464293745718587,10,0.51,0.1,0.5,0.3,2.0,0.0001,1000
0.0133934414210995,1.3464293745718576,11,0.51,0.1,0.5,0.3,2.0,0.01,1000
0.007072480644051589,1.3464842548533658,12,0.51,0.1,0.5,0.5,1.0,0.0001,1000
0.007908444303039774,1.346856210981508,13,0.51,0.1,0.5,0.5,1.0,0.01,1000
0.010353417697798458,1.3467517188541689,14,0.51,0.1,0.5,0.5,2.0,0.0001,1000
0.010790796414135002,1.346429374571858,15,0.51,0.1,0.5,0.5,2.0,0.01,1000
0.007139500770691887,1.346570897419394,16,0.51,0.25,0.3,0.3,1.0,0.0001,1000
0.009441107384713815,1.3464842947972693,17,0.51,0.25,0.3,0.3,1.0,0.01,1000
0.007803100034641371,1.3464293745718576,18,0.51,0.25,0.3,0.3,2.0,0.0001,1000
0.013403841278522094,1.3464293745718583,19,0.51,0.25,0.3,0.3,2.0,0.01,1000
0.005123687843712943,1.3573237445804116,20,0.51,0.25,0.3,0.5,1.0,0.0001,1000
0.006887668982347643,1.3561943127856484,21,0.51,0.25,0.3,0.5,1.0,0.01,1000
0.013533482809001896,1.358475325109664,22,0.51,0.25,0.3,0.5,2.0,0.0001,1000
0.009237222436094527,1.3507485951287712,23,0.51,0.25,0.3,0.5,2.0,0.01,1000
0.009591130796347058,1.3464842947972693,24,0.51,0.25,0.5,0.3,1.0,0.0001,1000
0.009380890535023487,1.3464842548533658,25,0.51,0.25,0.5,0.3,1.0,0.01,1000
0.006484224747295314,1.3563297051937704,26,0.51,0.25,0.5,0.3,2.0,0.0001,1000
0.005641234662260282,1.3465948249718132,27,0.51,0.25,0.5,0.3,2.0,0.01,1000
0.003413851190736711,1.363292568904174,28,0.51,0.25,0.5,0.5,1.0,0.0001,1000
0.008177365200568203,1.3509878575227368,29,0.51,0.25,0.5,0.5,1.0,0.01,1000
0.014174353445064635,1.3613916115195286,30,0.51,0.25,0.5,0.5,2.0,0.0001,1000
0.009510870859911823,1.3509449947365322,31,0.51,0.25,0.5,0.5,2.0,0.01,1000
0.0064805753433636384,1.3468850682012579,32,0.51,0.4,0.3,0.3,1.0,0.0001,1000
0.005446093767834941,1.3468640199903232,33,0.51,0.4,0.3,0.3,1.0,0.01,1000
0.007987655252148363,1.361365573090962,34,0.51,0.4,0.3,0.3,2.0,0.0001,1000
0.013404024013607954,1.3669071352256175,35,0.51,0.4,0.3,0.3,2.0,0.01,1000
0.005228809260779195,1.3495014197690678,36,0.51,0.4,0.3,0.5,1.0,0.0001,1000
0.007952389424083111,1.360380789586855,37,0.51,0.4,0.3,0.5,1.0,0.01,1000
0.01696434354719301,1.34679617169992,38,0.51,0.4,0.3,0.5,2.0,0.0001,1000
0.009852340437032637,1.3549084439359182,39,0.51,0.4,0.3,0.5,2.0,0.01,1000
0.006465551641461874,1.3469035969039613,40,0.51,0.4,0.5,0.3,1.0,0.0001,1000
0.006721567594579219,1.3676480100846902,41,0.51,0.4,0.5,0.3,1.0,0.01,1000
0.012769384022942074,1.3466594200168926,42,0.51,0.4,0.5,0.3,2.0,0.0001,1000
0.012561085221441743,1.3615543693369545,43,0.51,0.4,0.5,0.3,2.0,0.01,1000
0.005379663136704917,1.3692600922978921,44,0.51,0.4,0.5,0.5,1.0,0.0001,1000
0.007511025700082628,1.3609133533731268,45,0.51,0.4,0.5,0.5,1.0,0.01,1000
0.014097689707986694,1.347040774128719,46,0.51,0.4,0.5,0.5,2.0,0.0001,1000
0.013305211260042592,1.3540649639318303,47,0.51,0.4,0.5,0.5,2.0,0.01,1000
0.01850863449844469,1.3363101152223207,48,0.65,0.1,0.3,0.3,1.0,0.0001,1000
0.01940404714931004,1.3363101152223207,49,0.65,0.1,0.3,0.3,1.0,0.01,1000
0.03185470689111863,1.3368015593132945,50,0.65,0.1,0.3,0.3,2.0,0.0001,1000
0.03600922390480107,1.336801559313294,51,0.65,0.1,0.3,0.3,2.0,0.01,1000
0.01039071294094426,1.3363101152223202,52,0.65,0.1,0.3,0.5,1.0,0.0001,1000
0.012882766241201146,1.3363101152223202,53,0.65,0.1,0.3,0.5,1.0,0.01,1000
0.02511411499803031,1.3614425500850025,54,0.65,0.1,0.3,0.5,2.0,0.0001,1000
0.02378608064800854,1.3634274632955605,55,0.65,0.1,0.3,0.5,2.0,0.01,1000
0.018508634498444778,1.3363101152223207,56,0.65,0.1,0.5,0.3,1.0,0.0001,1000
0.019372879644968137,1.3363101152223205,57,0.65,0.1,0.5,0.3,1.0,0.01,1000
0.03144739081468629,1.3368015593132943,58,0.65,0.1,0.5,0.3,2.0,0.0001,1000
0.03624195005878563,1.3368015593132943,59,0.65,0.1,0.5,0.3,2.0,0.01,1000
0.010390712940944308,1.3363101152223207,60,0.65,0.1,0.5,0.5,1.0,0.0001,1000
0.012893402981332699,1.3363101152223202,61,0.65,0.1,0.5,0.5,1.0,0.01,1000
0.02493933923817426,1.3482266795726217,62,0.65,0.1,0.5,0.5,2.0,0.0001,1000
0.023818914526703656,1.3634965772649916,63,0.65,0.1,0.5,0.5,2.0,0.01,1000
0.010882105220862984,1.3363101152223211,64,0.65,0.25,0.3,0.3,1.0,0.0001,1000
0.013645673671841116,1.3363101152223207,65,0.65,0.25,0.3,0.3,1.0,0.01,1000
0.026379814970938758,1.350450771794967,66,0.65,0.25,0.3,0.3,2.0,0.0001,1000
0.02580275693617619,1.3441669204273445,67,0.65,0.25,0.3,0.3,2.0,0.01,1000
0.011186877745105236,1.3363101152223207,68,0.65,0.25,0.3,0.5,1.0,0.0001,1000
0.010262783289941972,1.3565703456668707,69,0.65,0.25,0.3,0.5,1.0,0.01,1000
0.026599229856343047,1.3606241863800355,70,0.65,0.25,0.3,0.5,2.0,0.0001,1000
0.025498799376707525,1.360554767266175,71,0.65,0.25,0.3,0.5,2.0,0.01,1000
0.011357158711705468,1.3363101152223207,72,0.65,0.25,0.5,0.3,1.0,0.0001,1000
0.01364102421007637,1.3363101152223207,73,0.65,0.25,0.5,0.3,1.0,0.01,1000
0.02698059597368479,1.350191700804764,74,0.65,0.25,0.5,0.3,2.0,0.0001,1000
0.026165109369550237,1.3411699172997542,75,0.65,0.25,0.5,0.3,2.0,0.01,1000
0.011166432160122077,1.3363101152223207,76,0.65,0.25,0.5,0.5,1.0,0.0001,1000
0.010384344909127059,1.3560612118136275,77,0.65,0.25,0.5,0.5,1.0,0.01,1000
0.026930412337191723,1.3544275841821463,78,0.65,0.25,0.5,0.5,2.0,0.0001,1000
0.027949725058989804,1.3485164114285781,79,0.65,0.25,0.5,0.5,2.0,0.01,1000
0.015311154465666601,1.349318575179834,80,0.8,0.1,0.3,0.3,1.0,0.0001,1000
0.015672588008936686,1.3493185751798342,81,0.8,0.1,0.3,0.3,1.0,0.01,1000
0.018834672204716678,1.3704328412123608,82,0.8,0.1,0.3,0.3,2.0,0.0001,1000
0.0214695780067574,1.3704328412123616,83,0.8,0.1,0.3,0.3,2.0,0.01,1000
0.00822232650973886,1.349318575179834,84,0.8,0.1,0.3,0.5,1.0,0.0001,1000
0.008142971722627736,1.3493185751798338,85,0.8,0.1,0.3,0.5,1.0,0.01,1000
0.012242386066537875,1.3704447727675326,86,0.8,0.1,0.3,0.5,2.0,0.0001,1000
0.012201602681268957,1.3708003305626468,87,0.8,0.1,0.3,0.5,2.0,0.01,1000
0.015283930555631963,1.349318575179834,88,0.8,0.1,0.5,0.3,1.0,0.0001,1000
0.015661266926778127,1.3493185751798342,89,0.8,0.1,0.5,0.3,1.0,0.01,1000
0.018571039686554776,1.3704328412123612,90,0.8,0.1,0.5,0.3,2.0,0.0001,1000
0.021529931287188855,1.3704328412123612,91,0.8,0.1,0.5,0.3,2.0,0.01,1000
0.007947349449989798,1.349318575179834,92,0.8,0.1,0.5,0.5,1.0,0.0001,1000
0.008126345218900058,1.3493185751798342,93,0.8,0.1,0.5,0.5,1.0,0.01,1000
0.011620524316655034,1.3704438282059623,94,0.8,0.1,0.5,0.5,2.0,0.0001,1000
0.01283054044657211,1.3704328412123612,95,0.8,0.1,0.5,0.5,2.0,0.01,1000
