MED,HV,id,expo_lambda,expo_alpha,expo_beta,expo_gamma,init_params,mu,max_iter
0.003708815532148412,1.6786358408362343,29,0.51,0.25,0.5,0.5,1.0,0.01,1000
0.0025135569153287023,1.671455052316852,30,0.51,0.25,0.5,0.5,2.0,0.0001,1000
0.0019660368871728486,1.6920158642754366,31,0.51,0.25,0.5,0.5,2.0,0.01,1000
0.0022064232389903448,1.6961095031974127,32,0.51,0.4,0.3,0.3,1.0,0.0001,1000
0.006018485399221811,1.6602948586092756,33,0.51,0.4,0.3,0.3,1.0,0.01,1000
0.0030306525552296097,1.6924375566289651,34,0.51,0.4,0.3,0.3,2.0,0.0001,1000
0.005844573720387425,1.679500118787898,35,0.51,0.4,0.3,0.3,2.0,0.01,1000
0.002859236034984606,1.6543219448014324,36,0.51,0.4,0.3,0.5,1.0,0.0001,1000
0.0051542396382125,1.6587036162147744,37,0.51,0.4,0.3,0.5,1.0,0.01,1000
0.0025395898065602575,1.646715322066828,38,0.51,0.4,0.3,0.5,2.0,0.0001,1000
0.00551506054169805,1.692549712808088,39,0.51,0.4,0.3,0.5,2.0,0.01,1000
0.0022111711462536716,1.6959828114261475,40,0.51,0.4,0.5,0.3,1.0,0.0001,1000
0.00629905743279634,1.6638178986854517,41,0.51,0.4,0.5,0.3,1.0,0.01,1000
0.0028970319384827086,1.6927248212778983,42,0.51,0.4,0.5,0.3,2.0,0.0001,1000
0.004382513353520854,1.6792492691906271,43,0.51,0.4,0.5,0.3,2.0,0.01,1000
0.002694035370932743,1.6543845530713979,44,0.51,0.4,0.5,0.5,1.0,0.0001,1000
0.005728342511308737,1.677781506921511,45,0.51,0.4,0.5,0.5,1.0,0.01,1000
0.003023757336402613,1.677741132783531,46,0.51,0.4,0.5,0.5,2.0,0.0001,1000
0.005578941388202061,1.6942075306431463,47,0.51,0.4,0.5,0.5,2.0,0.01,1000
0.0030271403702840497,1.6544549296353583,48,0.65,0.1,0.3,0.3,1.0,0.0001,1000
0.0032070476315779724,1.6555476800182238,49,0.65,0.1,0.3,0.3,1.0,0.01,1000
0.0032663692833288216,1.6544092228181844,50,0.65,0.1,0.3,0.3,2.0,0.0001,1000
0.0030945056349016447,1.6572060826763306,51,0.65,0.1,0.3,0.3,2.0,0.01,1000
0.0016395468840071984,1.6544316324214665,52,0.65,0.1,0.3,0.5,1.0,0.0001,1000
0.0018929910980579633,1.655509048507964,53,0.65,0.1,0.3,0.5,1.0,0.01,1000
0.0019918593237981423,1.6572185173967768,54,0.65,0.1,0.3,0.5,2.0,0.0001,1000
0.0015240524631717392,1.6543968007941643,55,0.65,0.1,0.3,0.5,2.0,0.01,1000
0.003146158831478272,1.6544572129112858,56,0.65,0.1,0.5,0.3,1.0,0.0001,1000
0.003400483093347564,1.6570388214228302,57,0.65,0.1,0.5,0.3,1.0,0.01,1000
0.0033069197896384377,1.654396808581291,58,0.65,0.1,0.5,0.3,2.0,0.0001,1000
0.0031039158359307873,1.6515998759260184,59,0.65,0.1,0.5,0.3,2.0,0.01,1000
0.0017226367966590168,1.6544143761104784,60,0.65,0.1,0.5,0.5,1.0,0.0001,1000
0.002072851952165162,1.6570388090467407,61,0.65,0.1,0.5,0.5,1.0,0.01,1000
0.002074405490532698,1.651599868842832,62,0.65,0.1,0.5,0.5,2.0,0.0001,1000
0.0016259756007515687,1.6572061434756837,63,0.65,0.1,0.5,0.5,2.0,0.01,1000
0.001976327613851585,1.6544692617861272,64,0.65,0.25,0.3,0.3,1.0,0.0001,1000
0.0023855303213418137,1.65664175898743,65,0.65,0.25,0.3,0.3,1.0,0.01,1000
0.0021964264206477827,1.6515875131968372,66,0.65,0.25,0.3,0.3,2.0,0.0001,1000
0.001963318476286564,1.6571199277702728,67,0.65,0.25,0.3,0.3,2.0,0.01,1000
0.0014240973744082893,1.654437677368977,68,0.65,0.25,0.3,0.5,1.0,0.0001,1000
0.001802863866617839,1.6561352934296003,69,0.65,0.25,0.3,0.5,1.0,0.01,1000
0.0012828693296842299,1.695307987433082,70,0.65,0.25,0.3,0.5,2.0,0.0001,1000
0.0016847365901172143,1.6778316011148606,71,0.65,0.25,0.3,0.5,2.0,0.01,1000
0.001860694017072248,1.6544576201229004,72,0.65,0.25,0.5,0.3,1.0,0.0001,1000
0.0026036372194354596,1.6577570850679524,73,0.65,0.25,0.5,0.3,1.0,0.01,1000
0.0021404248656319174,1.654409251006089,74,0.65,0.25,0.5,0.3,2.0,0.0001,1000
0.0019137757584879165,1.6567846111005502,75,0.65,0.25,0.5,0.3,2.0,0.01,1000
0.0015134123968296906,1.654469253177625,76,0.65,0.25,0.5,0.5,1.0,0.0001,1000
0.0017215400440226826,1.6556882460280535,77,0.65,0.25,0.5,0.5,1.0,0.01,1000
0.0012516261317515693,1.6957895016689781,78,0.65,0.25,0.5,0.5,2.0,0.0001,1000
0.0017350019482612945,1.6566237707360223,79,0.65,0.25,0.5,0.5,2.0,0.01,1000
0.0024562512510235756,1.6544739123134689,80,0.8,0.1,0.3,0.3,1.0,0.0001,1000
0.0024982897299533993,1.6549530167123225,81,0.8,0.1,0.3,0.3,1.0,0.01,1000
0.0027200634257481425,1.6534454530050682,82,0.8,0.1,0.3,0.3,2.0,0.0001,1000
0.0026780187356225107,1.6544436256328512,83,0.8,0.1,0.3,0.3,2.0,0.01,1000
0.001114241967366118,1.6544407719952519,84,0.8,0.1,0.3,0.5,1.0,0.0001,1000
0.0012241746922587384,1.6553279956430398,85,0.8,0.1,0.3,0.5,1.0,0.01,1000
0.001450555492162741,1.6534463901951415,86,0.8,0.1,0.3,0.5,2.0,0.0001,1000
0.0014374394098679735,1.6534420233654004,87,0.8,0.1,0.3,0.5,2.0,0.01,1000
0.0024748992712695156,1.6544600594746925,88,0.8,0.1,0.5,0.3,1.0,0.0001,1000
0.00242479279989934,1.6543227138625936,89,0.8,0.1,0.5,0.3,1.0,0.01,1000
0.002688046799270019,1.6544405509154652,90,0.8,0.1,0.5,0.3,2.0,0.0001,1000
0.0026474076677699006,1.6534421980199991,91,0.8,0.1,0.5,0.3,2.0,0.01,1000
0.0011016284820898027,1.6544600594585788,92,0.8,0.1,0.5,0.5,1.0,0.0001,1000
0.0011916635516992144,1.6549281054674962,93,0.8,0.1,0.5,0.5,1.0,0.01,1000
0.0014541790324659443,1.6544449882170955,94,0.8,0.1,0.5,0.5,2.0,0.0001,1000
0.0014537428618041366,1.654439912576183,95,0.8,0.1,0.5,0.5,2.0,0.01,1000
