model,num_rays,med,hv,time
Hypernet_MLP,50,0.0034447242629177,1.6931900506771749,0.0028422594070434
Hypernet_Trans,50,0.0019531144157117,1.697809143713242,0.0148265838623046
Numerical_Solver,50,0.0007134958458184718,1.6950697381589523,118.5191547870636
