model,num_rays,med,hv,time
Hypernet_MLP,50,0.0015730136749247,1.3904335437964486,0.0030015230178833
Hypernet_Trans,50,0.0011394396725037,1.3903687937400713,0.0147384405136108
Numerical_Solver,50,0.0012105377831682182,1.390128619813999,524.225466966629
