MED,HV,id,expo_lambda,expo_alpha,expo_beta,expo_gamma,init_params,mu,max_iter
0.0114936187714214,1.3792916373495716,46,0.51,0.4,0.5,0.5,2.0,0.0001,1000
0.0107215584638225,1.3849190812514696,47,0.51,0.4,0.5,0.5,2.0,0.01,1000
0.0187991163663828,1.3822192343843236,48,0.65,0.1,0.3,0.3,1.0,0.0001,1000
0.0190010485799215,1.3822192343843236,49,0.65,0.1,0.3,0.3,1.0,0.01,1000
0.0296510924896598,1.3753733804428787,50,0.65,0.1,0.3,0.3,2.0,0.0001,1000
0.0336432651572568,1.3753733804428787,51,0.65,0.1,0.3,0.3,2.0,0.01,1000
0.012227744246166,1.3860664842750614,52,0.65,0.1,0.3,0.5,1.0,0.0001,1000
0.0136969540895964,1.3822192343843234,53,0.65,0.1,0.3,0.5,1.0,0.01,1000
0.0245136768239188,1.386630609776333,54,0.65,0.1,0.3,0.5,2.0,0.0001,1000
0.0246156864439529,1.3814418947681666,55,0.65,0.1,0.3,0.5,2.0,0.01,1000
0.018793117436435,1.3822192343843231,56,0.65,0.1,0.5,0.3,1.0,0.0001,1000
0.0189969238718068,1.3822192343843231,57,0.65,0.1,0.5,0.3,1.0,0.01,1000
0.0296268152770629,1.3753733804428792,58,0.65,0.1,0.5,0.3,2.0,0.0001,1000
0.033581581858149,1.3753733804428792,59,0.65,0.1,0.5,0.3,2.0,0.01,1000
0.012680006888044,1.3845612586769842,60,0.65,0.1,0.5,0.5,1.0,0.0001,1000
0.0137543521116703,1.382219234384323,61,0.65,0.1,0.5,0.5,1.0,0.01,1000
0.0260032900541922,1.3829835871341518,62,0.65,0.1,0.5,0.5,2.0,0.0001,1000
0.0244213273043464,1.37993992028976,63,0.65,0.1,0.5,0.5,2.0,0.01,1000
0.013471811625907,1.3875860526324235,64,0.65,0.25,0.3,0.3,1.0,0.0001,1000
0.0141238333014583,1.3822192343843236,65,0.65,0.25,0.3,0.3,1.0,0.01,1000
0.0251381355032754,1.3832455874635012,66,0.65,0.25,0.3,0.3,2.0,0.0001,1000
0.0287333576966127,1.3753733804428787,67,0.65,0.25,0.3,0.3,2.0,0.01,1000
0.0116693009621308,1.387723598925684,68,0.65,0.25,0.3,0.5,1.0,0.0001,1000
0.0122172583990439,1.387753900789945,69,0.65,0.25,0.3,0.5,1.0,0.01,1000
0.0245404293306202,1.3835668885693408,70,0.65,0.25,0.3,0.5,2.0,0.0001,1000
0.0255785586687133,1.3785036055864306,71,0.65,0.25,0.3,0.5,2.0,0.01,1000
0.0138416737112385,1.3822192343843231,72,0.65,0.25,0.5,0.3,1.0,0.0001,1000
0.0141202746971615,1.3822192343843231,73,0.65,0.25,0.5,0.3,1.0,0.01,1000
0.0261737329039455,1.3842196920416103,74,0.65,0.25,0.5,0.3,2.0,0.0001,1000
0.0289124681219704,1.3753733804428787,75,0.65,0.25,0.5,0.3,2.0,0.01,1000
0.0118383673169146,1.38783826482402,76,0.65,0.25,0.5,0.5,1.0,0.0001,1000
0.0124511149710783,1.382261336875017,77,0.65,0.25,0.5,0.5,1.0,0.01,1000
0.0256561796981619,1.3836310284463562,78,0.65,0.25,0.5,0.5,2.0,0.0001,1000
0.0256248218862148,1.384558617666499,79,0.65,0.25,0.5,0.5,2.0,0.01,1000
0.0135461947033075,1.3812217878683528,80,0.8,0.1,0.3,0.3,1.0,0.0001,1000
0.0136499285555514,1.3812217878683528,81,0.8,0.1,0.3,0.3,1.0,0.01,1000
0.0202424194862408,1.3788507724051156,82,0.8,0.1,0.3,0.3,2.0,0.0001,1000
0.0212664013213547,1.3788507724051156,83,0.8,0.1,0.3,0.3,2.0,0.01,1000
0.0071730338272963,1.3812217878683537,84,0.8,0.1,0.3,0.5,1.0,0.0001,1000
0.007834209553853,1.3812217878683537,85,0.8,0.1,0.3,0.5,1.0,0.01,1000
0.0135412655019788,1.38748603492455,86,0.8,0.1,0.3,0.5,2.0,0.0001,1000
0.0142795092492106,1.3789104691734884,87,0.8,0.1,0.3,0.5,2.0,0.01,1000
0.0136708982956519,1.3812217878683533,88,0.8,0.1,0.5,0.3,1.0,0.0001,1000
0.0136512665798931,1.3812217878683533,89,0.8,0.1,0.5,0.3,1.0,0.01,1000
0.0202424194862407,1.3788507724051164,90,0.8,0.1,0.5,0.3,2.0,0.0001,1000
0.0212622983204725,1.3788507724051164,91,0.8,0.1,0.5,0.3,2.0,0.01,1000
0.0073356248281008,1.381221787868353,92,0.8,0.1,0.5,0.5,1.0,0.0001,1000
0.007826695742721,1.381221787868353,93,0.8,0.1,0.5,0.5,1.0,0.01,1000
0.0127434700235379,1.3874388636437305,94,0.8,0.1,0.5,0.5,2.0,0.0001,1000
0.0142503357049889,1.3883172745998182,95,0.8,0.1,0.5,0.5,2.0,0.01,1000
